Title,Content,Date,Url,Summary,Unnamed: 0
Nhiệm vụ khó khăn của Sir Ji,"Rạng sáng 14-4 (giờ VN), Man United bị Bournemouth cầm hòa 2-2 ở vòng 33 Premier League. Kết quả này có lẽ đã đặt dấu chấm hết cho tương lai của HLV Erik Ten Hag tại sân Old Trafford từ mùa giải tới. Bất lợi cho mùa giải mới Đầu tiên hãy nói về tình thế của Man United. Hy vọng cho cuộc đua top 4 của họ được thắp lên ngay trước khi ra sân gặp Bournemouth, nhờ việc Newcastle đè bẹp Tottenham ở vòng đấu này. Nếu thắng, thầy trò Ten Hag sẽ rút ngắn khoảng cách với top 4 còn 8 điểm. Nhưng rồi họ bị cầm hòa, và khoảng cách vẫn là 10 điểm. Trong bối cảnh giải đấu chỉ còn 6 vòng nữa (5 vòng chính thức và 1 vòng đấu bù), đây là khoảng cách khó lòng san lấp. Man United vẫn còn đấu trường cúp FA để mơ về việc giải khát danh hiệu. Nhưng vô địch cúp FA chỉ mang lại ý nghĩa danh dự và một tấm vé dự Europa League mùa tới. Khoảng cách tiền bạc, thương mại, thương hiệu giữa Champions League và Europa League là một trời một vực. Man United ước tính sẽ lỗ ít nhất 100 triệu USD nếu họ không thể giành vé dự Champions League mùa tới. Khi đó, công cuộc cách mạng của Sir Jim lại càng khó. Liverpool cũng văng khỏi top 4 Premier League mùa giải trước, dẫn đến việc phải xuống Europa League thi đấu mùa giải năm nay. Nhưng họ đã gượng dậy rất nhanh, một phần vì HLV Jurgen Klopp vẫn còn đó. Và đó cũng là lý do chiến lược gia người Đức dù đã mệt mỏi nhưng vẫn cố gắng chờ đến giữa mùa giải năm nay mới công bố quyết định chia tay đội bóng của mình. Thêm vào đó, Liverpool có một mô hình chi tiêu hết sức ổn định những năm gần đây. Trái lại, Man United đã thực chi đến hơn 400 triệu euro cho việc mua sắm cầu thủ chỉ trong 2 năm dưới thời HLV Ten Hag. Một cú hụt chân về thành tích sẽ dẫn đến những hậu quả khó lường ở góc độ tài chính. Phải thanh lọc quá nhiều Khốn nỗi, dù đối mặt một tương lai tài chính khá ảm đạm, tỉ phú Jim Ratcliffe vẫn buộc phải thanh lọc đội hình. Hồi tháng 2, Hãng tin ESPN liệt kê một danh sách gồm 11 cái tên mà Man United phải thanh lý mùa hè này. Và rồi đến sau trận hòa Bournemouth, danh sách lại một dài thêm vì những vấn đề nội bộ. Ngay sau trận đấu, HLV Ten Hag chỉ trích tiền đạo Garnacho (một cách kín đáo) trong phần trả lời phỏng vấn. Sau đó không lâu, cầu thủ người Argentina đáp trả bằng cách bấm nút ""yêu thích"" phần bình luận của một chuyên gia - rằng Ten Hag đã tìm cách đổ lỗi cho anh. Đó là chưa kể tin đồn rằng Antony cũng hục hặc với chiến lược gia người Hà Lan từ trước trận, đến mức bị gạch tên khỏi danh sách đăng ký. Câu chuyện của Garnacho mới đây chỉ là sự lặp lại từ Ronaldo, rồi Sancho trong 2 năm dưới thời HLV Ten Hag, hay xa hơn là Pogba thời Mourinho, rồi Greenwood, Bailly thời Solskjaer… Một khi đội bóng sa sút, phòng thay đồ sẽ dần rối loạn. Thêm vào đó, Erik Ten Hag thực sự là vấn đề với Man United. Đã quá nhiều lần ông bị các ngôi sao của sân Old Trafford chỉ trích trong 2 năm qua.  Theo Oddschecker, các nhà cái đã đưa Ten Hag lên xếp đầu trong danh sách những HLV sẽ sớm bị sa thải ngay trong mùa giải này của Premier League. Một HLV vừa không gặt hái thành tích, vừa bị cầu thủ phản đối, và lại lãng phí quá nhiều tiền bạc của đội bóng trong 2 năm có lẽ không thể tiếp tục được ""chọn mặt gửi vàng"" trong triều đại mới của Sir Jim. Tương tự như John W. Henry, chủ tịch của Liverpool, vị tỉ phú 71 tuổi sở hữu Man United hiện tại có nhiều kinh nghiệm quản lý thể thao. Trước khi tiếp quản Man United, ông từng thành công vực dậy CLB Nice ở Pháp. Và Sir Jim thừa hiểu để giải quyết vấn đề của Man United, thay thế HLV trưởng và mua vài cầu thủ ngôi sao là chưa đủ.  Vậy nên khi mùa giải còn chưa kết thúc, ông đã hoàn tất hai cú ""chuyển nhượng"" ở thượng tầng đội bóng, đó là mang về giám đốc điều hành Omar Berrada từ Man City, rồi thuyết phục thành công giám đốc thể thao Dan Ashworth rời Newcastle. Đây là những cú chuyển nhượng nhằm chuẩn bị cho một tương lai 5 năm tới của sân Old Trafford. Và Erik Ten Hag, cùng một nửa số cầu thủ hiện tại của Man United, có lẽ không thuộc về tương lai đó!",15/04/2024 14:08 GMT+7,https://tuoitre.vn/nhiem-vu-kho-khan-cua-sir-jim-20240415095758946.htm,"Tiếp quản một Man United chẳng khác nào đống tro tàn từ tay gia đình Glazer, tỉ phú Jim Ratcliffe hiểu rõ ông cần mất nhiều năm mới có thể đưa ""quỷ đỏ"" trở lại quỹ đạo của đội bóng lớn.",0.0
"Vũ công Phạm Lịch: Bơi giúp giữ dáng, tăng cường thể lự","Là một nghệ sĩ, Phạm Lịch luôn chú trọng giữ gìn thể lực và vóc dáng chuẩn. Cô chọn bơi lội là môn thể thao để tập luyện thường xuyên và đó là môn cô yêu thích nhất. Bơi lội giúp thư giãn, tái tạo năng lượng Phạm Lịch cho biết cô thích bơi lội từ bé, lúc khoảng 12 - 13 tuổi, và xem đây là một trong những bộ môn cô rèn luyện thể lực, duy trì đến ngày hôm nay. Nữ vũ công kể: ""Trước đây, tôi sống ở nông thôn, gần ao hồ nên dễ tiếp xúc với nước. Tuy nhiên, ba mẹ khá lo lắng vì đi bơi có thể gặp nguy hiểm. Để được tiếp xúc với nước nhiều, tôi cố tình bôi thêm phẩm màu lên người khi tham gia sản xuất chiếu cói cùng gia đình. Khi đó xin phép ba mẹ đi bơi để rửa sạch phẩm màu rất hiệu quả"". Nhưng đến khi xem bộ phim Người cá, Phạm Lịch mới thích bộ môn bơi lội và dành nhiều thời gian tập bơi nhiều hơn. ""Khi bơi, tôi cảm nhận mình được thư giãn thật sự. Việc biết bơi giúp tôi không còn sợ hãi mỗi khi tham gia các hoạt động phải qua sông, suối hoặc các thử thách dưới nước. Ngoài ra, bơi cũng giúp phổi hoạt động với áp suất lớn. Khi bước sang âm nhạc, tôi cảm thấy thể lực của mình khỏe hơn"" - Phạm Lịch chia sẻ. Điều này minh chứng qua việc Phạm Lịch liên tục phát hành các sản phẩm âm nhạc: Là anh, Vì anh làm phiền em quá, Sao không nói với em, Có anh, 5 tiếng, Cuộc đời của mẹ… Gần đây nhất, cô tham gia chương trình Chị đẹp đạp gió rẽ sóng - tìm kiếm tài năng ca hát, nhảy múa. Học bơi không khi nào là trễ Hiện nay, vũ công Phạm Lịch duy trì đi bơi ba lần một tuần. Cô luôn ưu tiên đi diễn ở những nơi có hồ bơi hoặc gần đó có hồ bơi. Cô thường bơi vào cuối giờ chiều (16h). Đó là thời điểm thời tiết dịu, cơ thể không bị sốc nhiệt. Phạm Lịch khuyên khi đi bơi có thể bôi kem dưỡng da trước lúc xuống nước bởi bơi trong thời gian lâu sẽ làm da và tóc khô. ""Khi rèn luyện thể thao bản thân tự khắc sẽ muốn nạp dinh dưỡng nhiều hơn mới có thể đáp ứng được năng lượng tiêu hao. Tôi vẫn duy trì chế độ ăn uống đủ chất, miễn sao mình cảm thấy khỏe"" - Phạm Lịch chia sẻ bí quyết.  Khi hỏi về độ tuổi nào tập bơi là thích hợp nhất, Phạm Lịch nhắn nhủ: ""Tôi nghĩ quan trọng nhất là bản thân có yêu thích và sẵn sàng tập luyện không. Rèn luyện thể thao nhất là bơi lội sớm sẽ giúp có sức khỏe tốt, kỹ năng phòng chống hiểm nguy trong môi trường nước tốt hơn. Với người lớn mới bắt đầu tập bơi cần chuẩn bị tâm lý, vì người lớn không biết bơi một phần do tâm lý sợ nước nên không thể bình tĩnh khi tiếp xúc với nước"".",15/04/2024 14:08 GMT+7,https://tuoitre.vn/vu-cong-pham-lich-boi-giup-giu-dang-tang-cuong-the-luc-20240415102012951.htm,"Mỗi tuần vũ công Phạm Lịch dành khoảng ba buổi đi bơi. Thể thao giúp cô duy trì thể lực tốt, đáp ứng công việc ca hát và khả năng trình diễn vũ đạo.",1.0
Igor Frolov đánh chiếm áo chấm bi đỏ trên đèo Hải Vân,"Chặng thi đấu thứ 12 của Cuộc đua xe đạp Cúp truyền hình TP.HCM - Tôn Đông Á 2024 từ TP Huế đến TP Đà Nẵng đã diễn ra vô cùng hấp dẫn. Tuy lộ trình chỉ dài 113km nhưng vô cùng thử thách và kịch tính bởi các cua rơ phải chinh phục liên tiếp 3 ngọn đèo Phước Tượng, Phú Gia và Hải Vân. Xuất phát không lâu, một nhóm 9 tay đua đã thoát đi nhằm tìm kiếm chút lợi thế khi vào đèo. Ở phía sau, ê kíp An Giang chủ động chạy giữ tầm hơn 1 phút. Thế nên nhóm đi đầu dễ dàng chinh phục hai ngọn đèo đầu tiên. Trong đó, Nguyễn Nhựt Phát (620 Châu Thới Vĩnh Long) đã chiến thắng ở đỉnh đèo Phước Tượng, còn Nguyễn Phạm Quốc Khang (Pelio Kenda Đồng Nai) về nhất đỉnh đèo Phú Gia. Nhưng sau đó, những đội đua mạnh đã tăng tốc rượt đuổi khi vào chân đèo Hải Vân, ngọn đèo lớn nhất chặng này. Vừa vào đến chân đeo, Igor Frolov lập tức tấn công, kéo theo áo vàng Petr Rikunov (Tập đoàn Lộc Trời) và Ivannov Timofei (TP.HCM - Vinama) thoát đi. Tốc độ quá cao của 3 ngoại binh này đã khiến các đối thủ còn lại bị ""ngợp"" và đoàn đua bị xé nhỏ. Sau nhiều lần tấn công vẫn không thể ""giũ"" Petr Rikunov, hai tay đua TP.HCM đã hợp sức leo đèo. Tại đỉnh đèo, Igor Frolov đã tấn công ở quãng đường khá dài khiến Petr Rikunov không theo được. Nhờ đó, cua rơ của TP.HCM - New Group đã cán đỉnh đèo Hải Vân đầu tiên, qua đó tạm giành được chiếc áo chấm bi đỏ tổng sắp dành cho vua leo núi từ tay Võ Minh Gia Bảo (Quân khu 7). Sau đó, bộ ba này đồng lòng đổ đèo với tốc độ rất cao. Lực chân quá mạnh và được duy trì ổn định của những ngoại binh này khiến các đối thủ phía sau không thể bắt vào. Tại đích đến, Petr Rikunov đã tung nước rút vượt qua Ivannov Timofei để giành chiến thắng chặng, củng cố thêm chắc áo vàng tổng sắp và áo xanh tổng sắp. Ngày 17-4, các tay đua sẽ thi đấu chặng thứ 13 từ TP Đà Nẵng đến TP Tam Kỳ có lộ trình dự kiến 89km.",15/04/2024 11:49 GMT+7,https://tuoitre.vn/igor-frolov-danh-chiem-ao-cham-bi-do-tren-deo-hai-van-20240415112722407.htm,"Ngày 15-4, Igor Frolov (TP.HCM - New Group) đã giành áo chấm bi đỏ tổng sắp Cúp truyền hình TP.HCM - Tôn Đông Á 2024 sau chiến thắng trên đèo Hải Vân.",
Igor Frolov đánh chiếm áo chấm bi đỏ trên đèo Hải Vâ,"Chặng thi đấu thứ 12 của Cuộc đua xe đạp Cúp truyền hình TP.HCM - Tôn Đông Á 2024 từ TP Huế đến TP Đà Nẵng đã diễn ra vô cùng hấp dẫn. Tuy lộ trình chỉ dài 113km nhưng vô cùng thử thách và kịch tính bởi các cua rơ phải chinh phục liên tiếp 3 ngọn đèo Phước Tượng, Phú Gia và Hải Vân. Xuất phát không lâu, một nhóm 9 tay đua đã thoát đi nhằm tìm kiếm chút lợi thế khi vào đèo. Ở phía sau, ê kíp An Giang chủ động chạy giữ tầm hơn 1 phút. Thế nên nhóm đi đầu dễ dàng chinh phục hai ngọn đèo đầu tiên. Trong đó, Nguyễn Nhựt Phát (620 Châu Thới Vĩnh Long) đã chiến thắng ở đỉnh đèo Phước Tượng, còn Nguyễn Phạm Quốc Khang (Pelio Kenda Đồng Nai) về nhất đỉnh đèo Phú Gia. Nhưng sau đó, những đội đua mạnh đã tăng tốc rượt đuổi khi vào chân đèo Hải Vân, ngọn đèo lớn nhất chặng này. Vừa vào đến chân đeo, Igor Frolov lập tức tấn công, kéo theo áo vàng Petr Rikunov (Tập đoàn Lộc Trời) và Ivannov Timofei (TP.HCM - Vinama) thoát đi. Tốc độ quá cao của 3 ngoại binh này đã khiến các đối thủ còn lại bị ""ngợp"" và đoàn đua bị xé nhỏ. Sau nhiều lần tấn công vẫn không thể ""giũ"" Petr Rikunov, hai tay đua TP.HCM đã hợp sức leo đèo. Tại đỉnh đèo, Igor Frolov đã tấn công ở quãng đường khá dài khiến Petr Rikunov không theo được. Nhờ đó, cua rơ của TP.HCM - New Group đã cán đỉnh đèo Hải Vân đầu tiên, qua đó tạm giành được chiếc áo chấm bi đỏ tổng sắp dành cho vua leo núi từ tay Võ Minh Gia Bảo (Quân khu 7). Sau đó, bộ ba này đồng lòng đổ đèo với tốc độ rất cao. Lực chân quá mạnh và được duy trì ổn định của những ngoại binh này khiến các đối thủ phía sau không thể bắt vào. Tại đích đến, Petr Rikunov đã tung nước rút vượt qua Ivannov Timofei để giành chiến thắng chặng, củng cố thêm chắc áo vàng tổng sắp và áo xanh tổng sắp. Ngày 17-4, các tay đua sẽ thi đấu chặng thứ 13 từ TP Đà Nẵng đến TP Tam Kỳ có lộ trình dự kiến 89km.",15/04/2024 11:49 GMT+7,https://tuoitre.vn/igor-frolov-danh-chiem-ao-cham-bi-do-tren-deo-hai-van-20240415112722407.htm,"Ngày 15-4, Igor Frolov (TP.HCM - New Group) đã giành áo chấm bi đỏ tổng sắp Cúp truyền hình TP.HCM - Tôn Đông Á 2024 sau chiến thắng trên đèo Hải Vân.",2.0
Lựa chọn khó khăn cho HLV Hoàng Anh Tuấn,"Đội tuyển U23 Việt Nam đã trải qua ngày 14-4 khá bận rộn. Buổi sáng, toàn đội họp với Liên đoàn Bóng đá châu Á (AFC) để nắm những quy định chính của điều lệ giải, luật thi đấu. Buổi tối, thầy trò HLV Hoàng Anh Tuấn ra sân tập, tích cực hoàn thiện đội hình lẫn chiến thuật cho trận ra quân với U23 Kuwait vào ngày 17-4. Giờ tập bắt đầu vào lúc 20h (giờ địa phương) để các cầu thủ làm quen với khung giờ thi đấu. Đến sát ngày công bố danh sách chính thức, các cầu thủ U23 Việt Nam càng phải nỗ lực nhiều hơn. Đặc biệt là khi HLV Hoàng Anh Tuấn quyết định gút danh sách vào ngày 15-4, sớm hơn 1 ngày so với kế hoạch ban đầu. Không chỉ các học trò, ông Tuấn cũng phải suy tính khá kỹ trước khi quyết định chọn ai bỏ ai.  Quyết định dễ nhất có lẽ chỉ là ở vị trí thủ môn, khi HLV Hoàng Anh Tuấn đã có hai lựa chọn hàng đầu là Quan Văn Chuẩn và Nguyễn Văn Việt. Do đó, loại ai giữa hai thủ môn còn lại là Trần Trung Kiên và Đoàn Huy Hoàng không quá quan trọng. Trong đó, Huy Hoàng có lẽ phải ra về khi đang chơi ở Giải hạng nhất thay vì V-League. Ở danh sách sơ bộ 23 cầu thủ nộp lên AFC trước đó, Huy Hoàng cũng là cái tên bị loại. Với 3 cầu thủ bị loại còn lại, nhà cầm quân 56 tuổi này buộc phải tính toán rất kỹ. Trong đó, những cái tên buộc phải cân nhắc là hậu vệ phải Hồng Phúc, trung vệ Đức Anh, Trần Quang Thịnh, hậu vệ trái Hà Văn Phương, tiền vệ Đức Phú, tiền đạo Minh Quang và Nguyễn Văn Tùng. Sau thất bại của đội tuyển Việt Nam dưới thời HLV Philippe Troussier, thầy trò HLV Hoàng Anh Tuấn đang được giới chuyên môn và người hâm mộ đặt niềm tin ở Giải U23 châu Á 2024. Hiểu rõ điều đó, toàn đội càng thêm quyết tâm hơn để có thể thực hiện được mục tiêu vượt qua vòng bảng. Trong đó, giành kết quả tốt trong 2 trận đầu tiên với 2 đối thủ vừa tầm là U23 Kuwait và U23 Malaysia là điều mà đội tuyển U23 Việt Nam hướng đến trước khi đá trận quyết định với U23 Uzbekistan.",15/04/2024 10:45 GMT+7,https://tuoitre.vn/lua-chon-kho-khan-cho-hlv-hoang-anh-tuan-20240415102506248.htm,Dù chỉ loại 4 cầu thủ nhưng HLV Hoàng Anh Tuấn cũng phải đắn đo không ít trước khi công bố danh sách 23 cầu thủ chính thức của đội tuyển U23 Việt Nam tham dự VCK U23 châu Á 2024 tại Qatar vào hôm nay (15-4).,
Lựa chọn khó khăn cho HLV Hoàng Anh Tuấ,"Đội tuyển U23 Việt Nam đã trải qua ngày 14-4 khá bận rộn. Buổi sáng, toàn đội họp với Liên đoàn Bóng đá châu Á (AFC) để nắm những quy định chính của điều lệ giải, luật thi đấu. Buổi tối, thầy trò HLV Hoàng Anh Tuấn ra sân tập, tích cực hoàn thiện đội hình lẫn chiến thuật cho trận ra quân với U23 Kuwait vào ngày 17-4. Giờ tập bắt đầu vào lúc 20h (giờ địa phương) để các cầu thủ làm quen với khung giờ thi đấu. Đến sát ngày công bố danh sách chính thức, các cầu thủ U23 Việt Nam càng phải nỗ lực nhiều hơn. Đặc biệt là khi HLV Hoàng Anh Tuấn quyết định gút danh sách vào ngày 15-4, sớm hơn 1 ngày so với kế hoạch ban đầu. Không chỉ các học trò, ông Tuấn cũng phải suy tính khá kỹ trước khi quyết định chọn ai bỏ ai.  Quyết định dễ nhất có lẽ chỉ là ở vị trí thủ môn, khi HLV Hoàng Anh Tuấn đã có hai lựa chọn hàng đầu là Quan Văn Chuẩn và Nguyễn Văn Việt. Do đó, loại ai giữa hai thủ môn còn lại là Trần Trung Kiên và Đoàn Huy Hoàng không quá quan trọng. Trong đó, Huy Hoàng có lẽ phải ra về khi đang chơi ở Giải hạng nhất thay vì V-League. Ở danh sách sơ bộ 23 cầu thủ nộp lên AFC trước đó, Huy Hoàng cũng là cái tên bị loại. Với 3 cầu thủ bị loại còn lại, nhà cầm quân 56 tuổi này buộc phải tính toán rất kỹ. Trong đó, những cái tên buộc phải cân nhắc là hậu vệ phải Hồng Phúc, trung vệ Đức Anh, Trần Quang Thịnh, hậu vệ trái Hà Văn Phương, tiền vệ Đức Phú, tiền đạo Minh Quang và Nguyễn Văn Tùng. Sau thất bại của đội tuyển Việt Nam dưới thời HLV Philippe Troussier, thầy trò HLV Hoàng Anh Tuấn đang được giới chuyên môn và người hâm mộ đặt niềm tin ở Giải U23 châu Á 2024. Hiểu rõ điều đó, toàn đội càng thêm quyết tâm hơn để có thể thực hiện được mục tiêu vượt qua vòng bảng. Trong đó, giành kết quả tốt trong 2 trận đầu tiên với 2 đối thủ vừa tầm là U23 Kuwait và U23 Malaysia là điều mà đội tuyển U23 Việt Nam hướng đến trước khi đá trận quyết định với U23 Uzbekistan.",15/04/2024 10:45 GMT+7,https://tuoitre.vn/lua-chon-kho-khan-cho-hlv-hoang-anh-tuan-20240415102506248.htm,Dù chỉ loại 4 cầu thủ nhưng HLV Hoàng Anh Tuấn cũng phải đắn đo không ít trước khi công bố danh sách 23 cầu thủ chính thức của đội tuyển U23 Việt Nam tham dự VCK U23 châu Á 2024 tại Qatar vào hôm nay (15-4).,8.0
Cúp điền kinh Tốc độ Thống nhất 2024: Ít bất ng,"Giải năm nay thiếu vắng nhiều ngôi sao của điền kinh Việt Nam những năm trước do giải nghệ hoặc bận công việc chuyên môn khác như Nguyễn Thị Huyền, Lê Tú Chinh, Quách Thị Lan... Kết quả 3 ngày thi đấu không nằm ngoài dự đoán, các trụ cột tuyển điền kinh quốc gia đều gặt hái thành công. Ở các nội dung dành cho nữ, Huỳnh Thị Mỹ Tiên (100m rào nữ), Trần Thị Nhi Yến (100m, 200m, 60m nữ) đều dễ dàng giành chiến thắng ở các nội dung sở trường. Còn tại các nội dung nam, VĐV kỳ cựu Quách Công Lịch cũng giành chiến thắng ở cự ly quen thuộc 400m rào. Dù vậy, anh cùng đoàn Thanh Hóa chỉ về nhì cự ly 4x400m. Đơn vị về nhất là Quân đội.  Một trường hợp gây bất ngờ nhưng cũng không quá xa lạ thuộc về Lê Ngọc Phúc (Hà Tĩnh). Anh chỉ mới được cho thi đấu trở lại sau 16 tháng bị cấm do dính doping tại SEA Games 31. Dù vậy, Lê Ngọc Phúc đã thể hiện phong độ ấn tượng để vượt qua hai tuyển thủ quốc gia Trần Đình Sơn và Trần Nhật Hoàng ở nội dung 400m nam. Chiến thắng này mang đến nhiều dấu hiệu tích cực đối với Lê Ngọc Phúc. Còn với cá nhân Trần Đình Sơn, anh chia tay giải một cách khá thất vọng khi không giành huy chương vàng nào. Đáng nói ở cự ly 200m, anh thậm chí bị loại ngay từ vòng loại vì phạm quy. Đánh giá về Cúp Tốc độ Thống nhất 2024, ông Nguyễn Trung Hinh - phó chủ tịch kiêm tổng thư ký Liên đoàn Điền kinh TP.HCM - cho biết: ""Đây là giai đoạn đầu mùa nên thành tích các VĐV hệ tuyển theo tôi đánh giá là khá ổn, chấp nhận được. Cúp Tốc độ Thống nhất 2024 có thể xem là giải khởi động để họ tập trung cho nhiều giải đấu trong nước và quốc tế trong thời gian tới"". Trên bảng tổng sắp chung cuộc, đoàn Quân đội về nhất với 14 huy chương vàng, về nhì là đoàn Hà Tĩnh với 9 huy chương vàng. Đứng hạng ba chung cuộc là đoàn Nam Định với 9 huy chương vàng.",15/04/2024 10:44 GMT+7,https://tuoitre.vn/cup-dien-kinh-toc-do-thong-nhat-2024-it-bat-ngo-20240415102934537.htm,Giải điền kinh Cúp Tốc độ Thống nhất 2024 diễn ra từ ngày 12 đến 14-4 tại Trung tâm Văn hóa Thể thao quận 8 (TP.HCM) khép lại mà không có nhiều bất ngờ.,7.0
"Bảng xếp hạng Ngoại hạng Anh: Man City bứt lên, Liverpool và Arsenal đứng yên","Vòng 33 Giải ngoại hạng Anh (Premier League) biến động dữ dội với rất nhiều bất ngờ. Arsenal để thua Aston Villa 0-2, còn Liverpool cũng gây thất vọng khi thất bại 0-1 trước Crystal Palace. Man City đánh bại Luton 5-1, là đội duy nhất trong nhóm đua vô địch giữ vững phong độ. Sau vòng 33, Man City đã vươn lên dẫn đầu bảng xếp hạng với 73 điểm. Arsenal và Liverpool có cùng 71 điểm, chia nhau 2 vị trí tiếp theo (Arsenal xếp trên nhờ hiệu số tốt hơn).  Với điểm số này, Man City đang chiếm lợi thế lớn trong cuộc đua vô địch Giải ngoại hạng Anh. Arsenal và Liverpool đã không còn quyền tự quyết đến ngôi vương. Ở cuộc đua top 4, nhờ thắng Arsenal nên Aston Villa tạm chiếm ưu thế trước Tottenham. Aston Villa hiện có 63 điểm, hơn Tottenham 3 điểm. Những vòng đấu cuối, Aston Villa có lịch thi đấu thuận lợi hơn Tottenham khá nhiều. Tình thế này, Tottenham xem ra khó lòng cán đích trong top 4. Nếu không thể về đích thứ tư, Tottenham gần như sẽ đứng thứ 5 và có 1 suất dự Cúp châu Âu, bởi khoảng cách của họ với các đội xếp sau lên tới 10 điểm. Ở nhóm cuối bảng, Sheffield và Burnley gần như nắm chắc suất xuống hạng. Luton có trong tay 25 điểm, tạm xếp thứ 18 vẫn còn hy vọng đua tranh suất trụ hạng khi chỉ kém nhóm an toàn 1 điểm.",15/04/2024 10:27 GMT+7,https://tuoitre.vn/bang-xep-hang-ngoai-hang-anh-man-city-but-len-liverpool-va-arsenal-dung-yen-20240415102001454.htm,"Kết thúc vòng 33 Giải ngoại hạng Anh (Premier League), ngôi đầu trên bảng xếp hạng đã đổi chủ. Man City vượt mặt Arsenal để tạm chiếm đỉnh bảng.",
"Bảng xếp hạng Ngoại hạng Anh: Man City bứt lên, Liverpool và Arsenal đứng yê","Vòng 33 Giải ngoại hạng Anh (Premier League) biến động dữ dội với rất nhiều bất ngờ. Arsenal để thua Aston Villa 0-2, còn Liverpool cũng gây thất vọng khi thất bại 0-1 trước Crystal Palace. Man City đánh bại Luton 5-1, là đội duy nhất trong nhóm đua vô địch giữ vững phong độ. Sau vòng 33, Man City đã vươn lên dẫn đầu bảng xếp hạng với 73 điểm. Arsenal và Liverpool có cùng 71 điểm, chia nhau 2 vị trí tiếp theo (Arsenal xếp trên nhờ hiệu số tốt hơn).  Với điểm số này, Man City đang chiếm lợi thế lớn trong cuộc đua vô địch Giải ngoại hạng Anh. Arsenal và Liverpool đã không còn quyền tự quyết đến ngôi vương. Ở cuộc đua top 4, nhờ thắng Arsenal nên Aston Villa tạm chiếm ưu thế trước Tottenham. Aston Villa hiện có 63 điểm, hơn Tottenham 3 điểm. Những vòng đấu cuối, Aston Villa có lịch thi đấu thuận lợi hơn Tottenham khá nhiều. Tình thế này, Tottenham xem ra khó lòng cán đích trong top 4. Nếu không thể về đích thứ tư, Tottenham gần như sẽ đứng thứ 5 và có 1 suất dự Cúp châu Âu, bởi khoảng cách của họ với các đội xếp sau lên tới 10 điểm. Ở nhóm cuối bảng, Sheffield và Burnley gần như nắm chắc suất xuống hạng. Luton có trong tay 25 điểm, tạm xếp thứ 18 vẫn còn hy vọng đua tranh suất trụ hạng khi chỉ kém nhóm an toàn 1 điểm.",15/04/2024 10:27 GMT+7,https://tuoitre.vn/bang-xep-hang-ngoai-hang-anh-man-city-but-len-liverpool-va-arsenal-dung-yen-20240415102001454.htm,"Kết thúc vòng 33 Giải ngoại hạng Anh (Premier League), ngôi đầu trên bảng xếp hạng đã đổi chủ. Man City vượt mặt Arsenal để tạm chiếm đỉnh bảng.",6.0
Tsitsipas lần thứ 3 vô địch Monte Carlo Maste,"Trước khi đến với giải đấu ở Monaco, tay vợt người Hy Lạp có phong độ không tốt khi có những giải đấu không thành công. Nhưng đến giải đấu quen thuộc Monte Carlo, anh đã có màn thể hiện vô cùng xuất sắc để giành ngôi vị cao nhất giải đấu. Đối đầu với Casper Ruud ở trận chung kết - tay vợt đã gây bất ngờ lớn khi đánh bại Novak Djokovic ở trận bán kết, thế nhưng với phong độ cao ở giải đấu lần này, Tsitsipas đã giành được chiến thắng thuyết phục. Stefanos Tsitsipas với kinh nghiệm dày dặn ở Monte Carlo đã sớm giành lợi thế. Chỉ trong 36 phút, tay vợt trẻ của Hy Lạp đã giành chiến thắng 6-1 trước Casper Ruud ở set đầu. Casper Ruud thi đấu vô cùng nỗ lực trong set thứ 2 và đã gây ra nhiều khó khăn với Tsitsipas. Nhưng khi tỉ số đang là 4-4, Stefanos Tsitsipas tận dụng tốt break-point có được và giành chiến thắng 6-4 ở set 2.  Chia sẻ sau khi giành chức vô địch, Tsitsipas nói: ""Giành được chức vô địch luôn khó khăn. Vì vậy để trở lại trên bục vinh quang và chiến thắng là điều tôi rất hạnh phúc"".  Tay vợt 25 tuổi tỏ ra vô cùng phấn khích sau giải đấu: ""Thật là tuyệt vời, tôi rất biết ơn bạn bè, gia đình và tất cả mọi người đứng sau hành trình này. Lần thứ 3 có được danh hiệu này là điều không thể tin được - trận đấu vô cùng căng thẳng và tôi rất hạnh phúc khi giành được chiến thắng"". Chức vô địch ở Monte Carlo 2024 đã giúp Tsitsipas gia nhập danh sách các tay vợt giành được 3 danh hiệu tại Monte Carlo trở lên gồm Rafael Nadal (11 lần), Bjorn Borg, Thomas Muster và Ilie Nastase. Chiến thắng ở giải đấu này đã đưa Tsitsipas lên vị trí thứ 7 trên bảng xếp hạng thế giới (ATP). Cả hai tay vợt Tsitsipas và Casper Ruud đều sẽ tham dự giải Barcelona Open trong tuần tới. Nơi ""ông vua sân đất nện"" - Rafael Nadal dự kiến sẽ trở lại.",15/04/2024 10:23 GMT+7,https://tuoitre.vn/tsitsipas-lan-thu-3-vo-dich-monte-carlo-master-20240415100548429.htm,"Khuya 14-4, Stefanos Tsitsipas đã đánh bại Casper Ruud ở trận chung kết trong hai set đấu với tỉ số 6-1, 6-4. Với kết quả này, Tsitsipas có lần thứ 3 đăng quang ở Monte Carlo.",4.0
